Timestamp,Nombre_Proceso,PID,Uso_RAM_MB,Usuario,Porcentaje_RAM,Firma_Digital,Nivel_Prioridad,Etiqueta
2025-06-09 07:38:03,chrome.exe,22868,194.49,JASSIR-DESKTOP\jassi,1.21,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,chrome.exe,22880,53.78,JASSIR-DESKTOP\jassi,0.33,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,chrome.exe,22996,100.79,JASSIR-DESKTOP\jassi,0.63,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,DAX3API.exe,23052,14.17,Desconocido,0.09,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,chrome.exe,23068,77.96,JASSIR-DESKTOP\jassi,0.48,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,chrome.exe,23088,140.31,JASSIR-DESKTOP\jassi,0.87,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,python.exe,23252,59.17,JASSIR-DESKTOP\jassi,0.37,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,chrome.exe,23276,77.36,JASSIR-DESKTOP\jassi,0.48,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,chrome.exe,23620,135.92,JASSIR-DESKTOP\jassi,0.85,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,dwm.exe,23876,236.45,Desconocido,1.47,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,chrome.exe,23920,286.17,JASSIR-DESKTOP\jassi,1.78,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,Code.exe,24104,129.14,JASSIR-DESKTOP\jassi,0.8,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,chrome.exe,24212,190.0,JASSIR-DESKTOP\jassi,1.18,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,chrome.exe,24240,52.75,JASSIR-DESKTOP\jassi,0.33,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,WidgetService.exe,24272,27.14,JASSIR-DESKTOP\jassi,0.17,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,dllhost.exe,24428,19.92,JASSIR-DESKTOP\jassi,0.12,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,svchost.exe,24440,11.23,JASSIR-DESKTOP\jassi,0.07,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,IntelSoftwareAssetManagerService.exe,24472,2.48,Desconocido,0.02,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,Code.exe,24500,216.75,JASSIR-DESKTOP\jassi,1.35,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,chrome.exe,24504,169.54,JASSIR-DESKTOP\jassi,1.05,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,Code.exe,24764,297.5,JASSIR-DESKTOP\jassi,1.85,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,RtkAudUService64.exe,24880,16.19,Desconocido,0.1,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,msedgewebview2.exe,24900,6.33,JASSIR-DESKTOP\jassi,0.04,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,LockApp.exe,25108,78.97,JASSIR-DESKTOP\jassi,0.49,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,tposd.exe,25176,13.92,JASSIR-DESKTOP\jassi,0.09,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,CodeSetup-stable-258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3.tmp,25280,42.93,JASSIR-DESKTOP\jassi,0.27,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,RuntimeBroker.exe,25524,10.91,JASSIR-DESKTOP\jassi,0.07,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,Code.exe,25700,108.09,JASSIR-DESKTOP\jassi,0.67,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,msedgewebview2.exe,25880,9.67,JASSIR-DESKTOP\jassi,0.06,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,SecurityHealthSystray.exe,26220,12.89,JASSIR-DESKTOP\jassi,0.08,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,csrss.exe,26460,9.06,Desconocido,0.06,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,LenovoVantage-(SmartDisplayAddin).exe,26464,57.87,Desconocido,0.36,Desconocido,Normal,Desconocida
2025-06-09 07:38:03,msedgewebview2.exe,26516,27.99,JASSIR-DESKTOP\jassi,0.17,Desconocido,Normal,Desconocida
